numeracion;denominacion;precio;tipo;medida;estado
6120092 - 1;SOPORTE PASAMANOS METACRIL.Y C;25,00;Orona;X;1
6121319 - 1;BOLSA MINIGRIP AUTOCIERRE 160x;1,00;Orona;X;1
6121332 - 1;BOBINA CABLE MULTIPLE;432,00;Orona;X;1
6123011 - 1;DESLIZADERA AMORTIGUADA DX1B;128,00;Orona;X;1
6123037 - 1;SOPORTE DE DESLIZ. ALU100MM;23,00;Orona;X;1
6123047 - 1;GUARNICION CON ROTULO G-9;48,00;Orona;X;1
6123050 - 1;PUFFER EN AUTAN FIJACION *6123771 - 1*;50,00;Orona;X;1
6123079 - 1;MINIBISAGRA DESMONTABLE EN LIN;9,00;Orona;X;1
6123088 - 1;CERRADURA CROMADO C-RESBALON L;7,00;Orona;X;1
6123089 - 1;PUFER EN AUT FIJACION B 80*80 *6123770 - 1* ;42,00;Orona;X;1
6123135 - 1;ENGRASADOR PARA GUIA G-5;17,00;Orona;X;1
6123136 - 1;ENGRASADOR PARA GUIA G-8-9;18,00;Orona;X;1
6123137 - 1;ENGRASADOR PARA GUIA G-16;17,00;Orona;X;1
6123143 - 1;ENGRASADOR VERTICAL ETN;21,00;Orona;X;1
6123153 - 1;ELASTICO INTERMENDIO DESLIZ;67,00;Orona;X;1
6123154 - 1;DESLIZADERA GUIA=16;53,00;Orona;X;1
6123190 - 1;VISOR MACIZO EXAGONAL DE 3-4 G;8,00;Orona;X;1
6123254 - 1;GRAPA SUJECION PANEL (FC);1,00;Orona;X;1
6123267 - 1;BASE DE PINZA SOUTHCO N*82 REF;1,00;Orona;X;1
6123268 - 1;VASTAGO REFERENCIA 82.78.220.1;6,00;Orona;X;1
6123269 - 1;RETEN REFERENCIA 82.32.201.20;1,00;Orona;X;1
6123270 - 1;MUELLE REF 43.13.1.24;1,00;Orona;X;1
6123271 - 1;CIERRE ESPECIAL PRESION AUTO-A;14,00;Orona;X;1
6123292 - 1;DESLIZADERA L=180;72,00;Orona;X;1
6123309 - 1;CORREA DENTADA HTD 12 MM;9,00;Orona;X;1
6123316 - 1;ENGRASADOR VERTICALGUIDE;18,00;Orona;X;1
6123318 - 1;PUFFER FIJACION D DIAM 101 *6123771 - 1*;50,00;Orona;X;1
6123349 - 1;ESCALERA ALUMINIO 1 TRAMO;100,00;Orona;X;1
6123349 - 10;ESCA.DE ALUM.1 TRAMO Y 9 PELD;260,00;Orona;X;1
6123349 - 5;ESCALERA ALUMINIO 1 TRAMO 9P;133,00;Orona;X;1
6123349 - 9;ESCALERA DE ALUMINIO 8 PELDA;133,00;Orona;X;1
6123363 - 1;PALANQUILLA (FH);36,00;Orona;X;1
6123400 - 2;SENSOR DE CABLE INDIVIDUAL;851,00;Orona;X;1
6123401 - 1;SENSOR MICEL LCM DIAM 6.5;234,00;Orona;X;1
6123401 - 15;SENS MICEL LMC DIAS 6.5 A117;574,00;Orona;X;1
6123401 - 26;SENSOR MICEL LCM B160;460,00;Orona;X;1
6123401 - 28;SENS. MICEL LMC DI TOP3 CON;460,00;Orona;X;1
6123401 - 30;SENSOR MICEL.LCM DIAM.10 A117;630,00;Orona;X;1
6123401 - 31;SENSOR MICE. LMC DIAM.10;630,00;Orona;X;1
6123401 - 27;SENS. MICEL. LMC DIAM 6.5 CONE;460,00;Orona;X;1
6123494 - 1;GRAPA FIJACION PULS. LLAVE CAB;1,00;Orona;X;1
6123526 - 1;CUERPO DESLIZADERA;27,00;Orona;X;1
6123532 - 1;DESLIZADERA100MM PARA GUIA9;62,00;Orona;X;1
6123533 - 1;CONJ.  DESLIZ. 100MM GUIA 16M;53,00;Orona;X;1
6123602 - 1;CONJ. DESLIZADERA100MM;49,00;Orona;X;1
6123603 - 1;CONJ. DESLIZA 100MMGUIA16M;46,00;Orona;X;1
6123770 - 1;BFFER 80*80 300400L FIJACION D;37,00;Orona;X;1
6124000 - 1;ELECTROFRENO O-140 205V.;695,00;Orona;X;1
6124001 - 1;FRENO AXIAL 2x100Nm MAQUINA GE;2085,00;Orona;X;1
6124001 - 2;FRENO AXIAL 2x150Nm MAQUINA GE;2084,00;Orona;X;1
6124001 - 3;FRENO AXIAL 2x200Nm MAQUINA GE;2084,00;Orona;X;1
6124004 - 1;REPUESTO MICROINTERRUPTOR PARA;198,00;Orona;X;1
6124013 - 1;ELECTROFRENO O-130 60V.(FC);614,00;Orona;X;1
6124014 - 1;ELECTROFRENO O-170 60V.(FC);657,00;Orona;X;1
6124024 - 1;ELECTROFRENO O-130 205V.(FC);614,00;Orona;X;1
6124025 - 1;ELECTROFRENO O-170 205V.(FC);689,00;Orona;X;1
6124035 - 1;REPUESTO MICRO INT FRENO;239,00;Orona;X;1
6124039 - 1;MICROINTERRUPTOR  PARA FREN;161,00;Orona;X;1
6124100 - 1;PALANCA ELECTROFRENO O-110;49,00;Orona;X;1
6127330 - 1;#8H3F0082#JUEGO JUNTAS PISTON;64,00;Orona;X;1
6127330 - 6;#8H3F0087#JUEGO JUNTAS PISTON;182,00;Orona;X;1
6127330 - 7;#8H3F0088#JUEGO JUNTAS PISTON;189,00;Orona;X;1
6130049 - 1;RUEDA DE CABLE DE SINC. DIAM 4;89,00;Orona;X;1
6130116 - 1;CONTACTO PZ-73COD.6402;88,00;Orona;X;1
6130117 - 1;2L1A050062 PATIN INFERIOR CODI;7,00;Orona;X;1
6130128 - 1;CONTACTO KF9074 COD. 6400;86,00;Orona;X;1
6130129 - 1;PUENTE CONTACTO KF90756400;47,00;Orona;X;1
6132003 - 1;CABLEADO ENCODER *6132388 - 1*;10,00;Orona;X;1
6132004 - 1;PIQON MOTOR CON IMAN *8263299 - 1*;67,00;Orona;X;1
6132005 - 1;TAPA PIQON MOTOR *8263299 - 1*;1,00;Orona;X;1
6132006 - 1;PLACA CIRCUITO ENCODER P.CABIN *6132388 - 1*;20,00;Orona;X;1
6132007 - 1;CONJUNTO ELECTRICO MACHO;4,00;Orona;X;1
6132008 - 1;CONJUNTO CONTACTO 40;4,00;Orona;X;1
6132010 - 1;SUBCONJUNTO BASE CORREA *6132497 - 1*;3,00;Orona;X;1
6132013 - 1;RETENEDOR DE SEGURIDAD;5,00;Orona;X;1
6132016 - 1;RUEDA SUPERIOR EJE CONCENTRICO;4,00;Orona;X;1
6132017 - 1;RUEDA INFERIOR EJE EXCENTRICO;4,00;Orona;X;1
6132019 - 1;RUEDA CABLE DE SINCRO DTRO 64;4,00;Orona;X;1
6132023 - 1;PUENTE SERIE;5,00;Orona;X;1
6132038 - 1;RUEDA CONCENTRICA DIATRO 48 (F *9263058 - 1*;9,00;Orona;X;1
6132039 - 2;RUEDA EXCENTRICA DIAM.33 PFR-1;2,00;Orona;X;1
6132044 - 1;PUENTE ELECT.CONTACTO DE ENCLA;4,00;Orona;X;1
6132046 - 1;TOPE GOMA PARA TORNILLO M-6;1,00;Orona;X;1
6132047 - 1;RUEDA DE SINCRONIZACION DTRO 4;3,00;Orona;X;1
6132048 - 1;RESORTE SEGURIDAD;4,00;Orona;X;1
6132056 - 1;CONTACTO DE SERIE;11,00;Orona;X;1
6132063 - 1;EJE FIJACION GUIA INFERIOR;1,00;Orona;X;1
6132069 - 1;RUEDA DE ARRASTRE PUERTA RELLA;3,00;Orona;X;1
6132082 - 1;CONTACTO ENCLAVAMIENTO 20.20-0;3,00;Orona;X;1
6132086 - 1;RESORTE SEG. CENTRAL 4H RE;4,00;Orona;X;1
6132088 - 1;PATIN GUIA INF.PISAD.70 PU.CAB;3,00;Orona;X;1
6132094 - 1;RESORTE SEG. CENTRAL 4H RELL;9,00;Orona;X;1
6132110 - 1;PATIN ARRASTRE MOVIL PCI2,PCC2;130,00;Orona;X;1
6132110 - 2;PATIN ARRASTRE MOVIL PCD2;124,00;Orona;X;1
6132126 - 1;CABLEADO FOTOCELULA *6132285 - 1*;9,00;Orona;X;1
6132132 - 1;GATILLO DE ARRASTRE REFE;22,00;Orona;X;1
6132148 - 1;PATIN ALUMINIO C2H-T2H IZQUIER;473,00;Orona;X;1
6132148 - 2;PATIN ALUMINIO T2H DCHA.;473,00;Orona;X;1
6132148 - 3;PATIN ALUMINIO C4H;627,00;Orona;X;1
6132150 - 1;CONJUNTO CIRCUITO FERMATOR *6132299 - 1*;1081,00;Orona;X;1
6132161 - 1;RESORTE SEGURIDAD PL=1100-1200;7,00;Orona;X;1
6132183 - 1;SOPORTE GUIADOR INFERIOR COMPA;1,00;Orona;X;1
6132184 - 1;GUIADOR INFERIOR COMPACT *9263029 - 1*;1,00;Orona;X;1
6132190 - 1;MUELLE SEGURIDADC2H COMPACTO;11,00;Orona;X;1
6132201 - 1;RUEDA EXCENTRICA OPERAD;2,00;Orona;X;1
6132210 - 1;CABLE MOTOR VF5 OPERADOR;10,00;Orona;X;1
6132211 - 1;CABLE ENCODER UL OPERADOR;16,00;Orona;X;1
6132215 - 1;PATIN CENTRAL 2HOJAS TELESCOPI *6132250 - 1 / 8250102 - 1*;149,00;Orona;X;1
6132250 - 1;PATIN CENTRAL 2 HOJAS-TELESC 2;122,00;Orona;X;1
6132250 - 2;PATIN TELESCÓPICA 2  DCHA OPER;122,00;Orona;X;1
6132250 - 3;PATIN C2H-T2H IZDA OPERADOR;30,00;Orona;X;1
6132250 - 4;PATIN T2H DCHA OPERADOR PM;32,00;Orona;X;1
6132283 - 1;EMISOR FOTOCELULA (SIN CABLEAD;21,00;Orona;X;1
6132283 - 2;RECEPTOR FOTOCELULA (SIN CABLE;89,00;Orona;X;1
6132285 - 1;CABLEADO FOTOCELULA;12,00;Orona;X;1
6132290 - 1;POLEA REENVIO OPERADOR PM;4,00;Orona;X;1
6132291 - 1;GATILLO PATIN PM-300;2,00;Orona;X;1
6132299 - 1;VARIADOR FERMATOR VVV4F;1004,00;Orona;X;1
6132299 - 2;VARIADOR FERMATOR V3F5 DCHA;1004,00;Orona;X;1
6132300 - 1;COLGADOR COMPACT;3,00;Orona;X;1
6132301 - 1;GUIADOR INFERIOR  CON REGUL;1,00;Orona;X;1
6132318 - 1;RUEDA DE DIAMETRO  65 GARGA *9263056 - 1*;6,00;Orona;X;1
6132348 - 1;CONJ. PIÑON+TAPA MOTOR;66,00;Orona;X;1
6132388 - 1;ENCODER MOTOR;15,00;Orona;X;1
6502411 - 1;TORNILLO HEXA. M-8X16 DIN-6921;1,00;Orona;X;1
6503003 - 1;TORNILLERIA C/ EMBOCADURA;2,00;Orona;X;1
6510401 - 1;TUERCA  ENJALUADA     1.8;1,00;Orona;X;1
6510404 - 1;TUERCA  ENJALUADA     1.6;1,00;Orona;X;1
6521009 - 1;ARANDELA MUELLE B 16DIM-127;1,00;Orona;X;1
6525058 - 1;ANILLO ELASTICO PARA EJEE-62;1,00;Orona;X;1
6531001 - 1;TORNILLO PARA CHAPA 3,5X9,5 DI;1,00;Orona;X;1
6531310 - 1;TORNILLERIA AUTOROSCANTE;1,00;Orona;X;1
6900991 - 1;PREPARACION DE GUIAS CABINA;147,00;Orona;X;1
6900992 - 1;PREPARACION GUIAS MACIZAS;147,00;Orona;X;1
6900993 - 1;PREPAPRACION DE GUIAS CAB;147,00;Orona;X;1
7011196 - 1;TAPA PROTECCION CONJUNTO MÁQUINA. CHAPA 1X200X200;4,00;Orona;X;1
7011602 - 1;SOPORTE DE GUIAS CHAPA3*90*160;4,00;Orona;X;1
7011605 - 1;SOPORTE DE GUIAS CHAPA 4*160*1;9,00;Orona;X;1
7011607 - 1;SOPORTE DE GUIASCH 5*190*230;10,00;Orona;X;1
7011779 - 1;SOPORTE DE GUIA T-125CHAPA;37,00;Orona;X;1
7011780 - 1;SOPORTE DE GUIA A PARED CHA;37,00;Orona;X;1
7011951 - 1;SOPORTE ESCALERA A PARED;8,00;Orona;X;1
7012024 - 1;PLACA LIBRA EMPALME M34 CHA;9,00;Orona;X;1
7031321 - 1;ARANDELA GUIA MUELLE O-170 RED;11,00;Orona;X;1
7031334 - 1;ESPARRAGO CALI 8.98*185 ZINCAD;5,00;Orona;X;1
7031369 - 1;EJE SIN FIN O-170 47:2 DIAM72.;1237,00;Orona;X;1
7031412 - 1;POLEA DE TRACCION 530-5-11 O-1;1155,00;Orona;X;1
7031413 - 1;POLEA TRACCION 570-4-11 O-170;878,00;Orona;X;1
7031417 - 1;POLEA TRACCION 600-3-11 O-170;1108,00;Orona;X;1
7040257 - 1;TAPA TRASERA PLASTICO MAQ.;38,00;Orona;X;1
7040261 - 1;TAPA MAQUINA G02 COMPETITIVE;38,00;Orona;X;1
7040265 - 1;TAPA MAQUINA G02 COMPETIVE;38,00;Orona;X;1
7041255 - 1;POLEA DE TRACCION DIAM 340-6-8;539,00;Orona;X;1
7041402 - 1;POLEA TRACCION DIAM..1667/6.5;212,00;Orona;X;1
7090091 - 3;BARRA SINCRONIZACION CHASIS;43,00;Orona;X;1
7092300 - 1;TUBO DE MANDO ACUÑAMIENTO;18,00;Orona;X;1
7093261 - 1;SOPORTE DE ACEITERA;7,00;Orona;X;1
7093789 - 1;SOPORTE ENGRASADOR M33CH;26,00;Orona;X;1
7094534 - 8;CONJ. LARGUERO IZDO M33-V3;10,00;Orona;X;1
7094535 - 8;LARGUERO DCHO M33V32300;10,00;Orona;X;1
7094592 - 1;CASQUILLO DIAM 63.5*27.5;20,00;Orona;X;1
7094645 - 3;ANTI M34 EN81-20 Q450 EG904;15,00;Orona;X;1
7104063 - 2;LARGUERO  DCHO  940-1090;55,00;Orona;X;1
7104064 - 2;LARGUERO IZDO L=2980;55,00;Orona;X;1
7104074 - 2;LARGUERO CENTRAL IZDOL2580;48,00;Orona;X;1
7104087 - 2;LARGUERO CENTRALDCHOL2580;48,00;Orona;X;1
7104174 - 1;CALCE DESL. CHASIS;75,00;Orona;X;1
71100960 - 1;CAPOTA DE PLASTICO LIMITADOR;24,00;Orona;X;1
7110634 - 1;CAPOTA POLEA TENSORA 1.5*207;14,00;Orona;X;1
7110659 - 1;PESA POLEA TENSORA A=173;106,00;Orona;X;1
7110659 - 2;PESA POLEA TENSORA 1.5*207*204;71,00;Orona;X;1
7140005 - 10;REMATE PANEL MANDOS LARGO;29,00;Orona;X;1
7140052 - 6;ZOCALO ANODIZADO INOX.PARED;29,00;Orona;X;1
7140052 - 7;ZOCALO ANODIZ.INOX.PARED LATER;29,00;Orona;X;1
7140059 - 1;SOP. APOYO PAÑOS INFERIOR SIN;2,00;Orona;X;1
7140060 - 1;SOP. APOYO PAÑOS INFERIOR PLEG;4,00;Orona;X;1
7140061 - 1;SOP. APOYO PAÑOS SUPERIOR SIN;1,00;Orona;X;1
7140063 - 1;SOP. APOYO CUBRIDOR BOTONERA P;3,00;Orona;X;1
7140071 - 8;RECUBRIMIENTO MELAMINA LATE.PA;66,00;Orona;X;1
7140166 - 1;SUPLEMENTO PISADERA PN=50 CAB.;35,00;Orona;X;1
7140166 - 4;SUPLEMENTO PISADERA PN=50;26,00;Orona;X;1
7140166 - 6;SUPLEMENTO PISADERA PN=50;27,00;Orona;X;1
7140167 - 1;SUPLEMENTO PISADERA PN=25;20,00;Orona;X;1
7140167 - 2;SUPLEMENTO PISADERA 4G;12,00;Orona;X;1
7140167 - 3;SUPLEMENTO PISADERAL-799;16,00;Orona;X;1
7140189 - 1;RECUBRIMIENTO BASE ALUMINIO DA;261,00;Orona;X;1
7140350 - 1;DINTEL EMBOCADURA CAB. ORO2;52,00;Orona;X;1
7140353 - 2;MONTANTE IZQUIERDO CABINA OR02;102,00;Orona;X;1
7140407 - 1;VIDRIO STADIP 6+6 PARED CRISTA;902,00;Orona;X;1
7140450 - 1;PANEL DE MANDOS LARGO BRAILLE;116,00;Orona;X;1
7140452 - 1;PANEL DE MANDOS ARCA II BOT. 0;124,00;Orona;X;1
7140519 - 1;APOYO FALDON LIGERO;12,00;Orona;X;1
7140774 - 6;RECUBRIMIENTO BASE CAU;261,00;Orona;X;1
7141300 - 3;PERFIL VERTICAL CABINA 4 GEN;21,00;Orona;X;1
7141301 - 3;PERFIL ANGULAR  VERTICAL CAB;32,00;Orona;X;1
7141340 - 3;PERFIL VERTCAB.4GEN2300;41,00;Orona;X;1
7141341 - 3;PERF.ANGU.VERT CAB4GEN2300;55,00;Orona;X;1
7141344  - 4;TRAVESAÑO ESTAMPADO CAB.4GE;33,00;Orona;X;1
7141344 - 1;TRAVESAÑO EST. CABINA 4 GEN;33,00;Orona;X;1
7141344 - 3;TRAVESAÑO ESTAMPADO CAB. 4G;33,00;Orona;X;1
7141344 - 5;TRAVESAÑO  ESTAMPADOCAB.;33,00;Orona;X;1
7141345 - 1;PERF. VERT. UNION PARED IZDA;70,00;Orona;X;1
7141345 - 2;PERF. VERT. UNION PARED DCHA;70,00;Orona;X;1
7141405 - 1;HOJAS 4GEN REF. OPERADOR;32,00;Orona;X;1
7141504 - 1;ZOCALO 40 CAB.4GEN ANODIZAD;29,00;Orona;X;1
7141504 - 2;ZOCALO 40 CAB. 4GENPFANODIZA;29,00;Orona;X;1
7141550 - 4;RECUBRIMIENTO BASE CAUCHO;218,00;Orona;X;1
7141557 - 1;ZOCALO 50 C4G2018PF ANODI;29,00;Orona;X;1
7141557 - 2;ZOCALO 50C4G2018PL ANODIZA;29,00;Orona;X;1
7141600 - 1;PANEL MANDOS CABINA 4 GEN R;116,00;Orona;X;1
7141600 - 2;PANEL DE MANDOS CABINA4GEN;99,00;Orona;X;1
7141603 - 1;P.AMARRESEÑA. PUBLI.BOT.4TH;18,00;Orona;X;1
7141647 - 1;ETQ.MARCA CE Y AÑO;1,00;Orona;X;1
7141647 - 2;ETIQUETA RAE DOMOBOTONERA;1,00;Orona;X;1
7141647 - 3;ETIQUETA MARCA CEYAÑO  BOT4;1,00;Orona;X;1
7141647 - 4;ETIQUETA Nº RAE VDAP BOT4G;4,00;Orona;X;1
7141699 - 1;CONJ. SEÑALIZACION TFT5 4TH;1080,00;Orona;X;1
7141700 - 1;DINTEL EMBOC. CAB. 4GEN L-800;131,00;Orona;X;1
7141701 - 1;MONTANTE IZDO CABINA 4GEN;85,00;Orona;X;1
7141702 - 1;MONTANTE DCHO CABINA 4TH GE;96,00;Orona;X;1
7141709 - 1;MONTANTE LADO CIERRE IZDO 4;88,00;Orona;X;1
7141710 - 1;MONTANTE  LADO CIERRE  DCHO;90,00;Orona;X;1
7141810 - 1;CUBRIDOR VENTILADOR TIPO GF-60;11,00;Orona;X;1
7141848 - 3;FALDON CABINA;27,00;Orona;X;1
7151905 - 1;PLACA ZAMAK INSCRIPCION ORONA;4,00;Orona;X;1
7157201 - 1;PERNOS # 10;54,00;Orona;X;1
7253303 - 2;GRUPO DESLIZ. DE PISO L-800DC;38,00;Orona;X;1
7253362 - 3;PISADERA 90*1390 AUTO L=900;57,00;Orona;X;1
7253394 - 1;CABLE LADOS OPER.PUERTA RE;9,00;Orona;X;1
7253395 - 1;CABLE BRAZO PORTA-RUEDAS P.CEN;4,00;Orona;X;1
7253454 - 1;CABLE SINCR. P. CAB. L=2580;9,00;Orona;X;1
7253454 - 2;CABLE DE SINCRONIZ. CAB.L=2780;9,00;Orona;X;1
7253454 - 3;CABLE DE SINCRONIZ. CAB.L=2980;10,00;Orona;X;1
7253454 - 4;CABLE SINCR. P. CAB. L=3180;10,00;Orona;X;1
7253454 - 5;CABLE SINCR. P. CAB. L=3380;10,00;Orona;X;1
7253461 - 1;CABLE SINCRONIZ.LADOS PL-700 L;10,00;Orona;X;1
7253461 - 10;CABLE SINCRO. PUERTA L=3280;10,00;Orona;X;1
7253461 - 2;CABLE SINCRONIZ.OPER. PUERTA C;11,00;Orona;X;1
7253461 - 3;CABLE SINCRONIZ.  OPER. PUERTA;12,00;Orona;X;1
7253461 - 4;CABLE SINCRO. PUERTA L=3970;13,00;Orona;X;1
7253461 - 5;CABLE SINCRO. PUERTA L=4370;13,00;Orona;X;1
7253461 - 6;CABLE SINCRO. PUERTA L=2480;10,00;Orona;X;1
7253461 - 7;CABLE SINCRO.PUERTA L=2680;11,00;Orona;X;1
7253461 - 8;CABLE DE SINCRO. PUERTA L=2880;11,00;Orona;X;1
7253461 - 9;CABLE DE SINCRO. PUERTA L=3080;12,00;Orona;X;1
7253595 - 51;DINT.ME CC PL=800 SEÑ.1 4TH G;333,00;Orona;X;1
7253595 - 54;DINTEL ME CC PL=900 SEÑAL4T;333,00;Orona;X;1
7260149 - 1;CARTELA NPE 200 HC -HPU-300;47,00;Orona;X;1
7261513 - 1;CABLE SINCRONIZ. TELESCOPICA 2;3,00;Orona;X;1
7261513 - 2;CABLE SINCRONIZACION TELESCOPI;4,00;Orona;X;1
7261513 - 3;CABLE SINCRONIZ. TELESCOPICA 2;7,00;Orona;X;1
7261513 - 4;CABLE SINCRONIZ.TELESCOPICA 2H;7,00;Orona;X;1
7261513 - 5;CABLE SINCRONIZ. TELES.L=1580;8,00;Orona;X;1
7261513 - 6;CABLE SINCRONIZ. TELESCOPICA 2;6,00;Orona;X;1
7261519 - 1;CARTELA OPERADOR;12,00;Orona;X;1
7261580 - 1;ESCUADRA FIJACION MARCO CHAPA;8,00;Orona;X;1
7261639 - 1;REFUERZO VERTICAL GIRATORIO IZ;56,00;Orona;X;1
7261646 - 5;SOPORTE CIERRE OPERADOR IZDA;27,00;Orona;X;1
7261646 - 6;SOPORTE CIERRE OPERADOR;27,00;Orona;X;1
7261647 - 3;SOPORTE APERTURA OPERADOR IZQ;27,00;Orona;X;1
7261647 - 4;SOPORTE APERTURA OPERADOR;27,00;Orona;X;1
7261720 - 1;FALDON L-700;30,00;Orona;X;1
7261720 - 2;FALDON PUERTA PL=800 CHAPA 1X3;25,00;Orona;X;1
7261720 - 3;FALDON PUERTA PL=900 CHAPA;28,00;Orona;X;1
7261757 - 1;ESCUADRA FIJ. MARCO PAP>110 CH;15,00;Orona;X;1
7261788 - 1;ZARPA SUPERIOR IZDA AH<=1600 L;19,00;Orona;X;1
7261788 - 2;ZARPA SUPERIOR DCHA AH<=1600 L;23,00;Orona;X;1
7261788 - 3;ZARPA SUPERIOR IZDA AH<=1900 L;25,00;Orona;X;1
7261788 - 4;ZARPA SUPERIOR DCHO AH<=1900 L;25,00;Orona;X;1
7261788 - 5;ZARPA SUPERIOR IZDA AH<=2400 L;29,00;Orona;X;1
7261788 - 6;ZARPA SUPERIOR DCHA AH<=2400 L;29,00;Orona;X;1
7261849 - 1;TAPA ARMARIO DE ARCA  II;28,00;Orona;X;1
7262317 - 2;MONT.CIER.I. CON BOT. SIN ALAR;102,00;Orona;X;1
7262498 - 71;DINT.ME TT PL=800 SEÑA. 4THA;132,00;Orona;X;1
7262499 - 81;DINT. SOLI.TT SEÑ 4THA GEN INO;333,00;Orona;X;1
7302100 - 1;CUERPO PULSADOR CABINA  (1);4,00;Orona;X;1
7302100 - 10;CUERPO PULSADOR CABINA (10);4,00;Orona;X;1
7302100 - 11;CUERPO PULSADOR CABINA (11);4,00;Orona;X;1
7302100 - 12;CUERPO PULSADOR CABINA (12);5,00;Orona;X;1
7302100 - 13;CUERPO PULSADOR CABINA (13);5,00;Orona;X;1
7302100 - 14;CUERPO PULSADOR CABINA  (14);5,00;Orona;X;1
7302100 - 15;CUERPO PULSADOR CABINA  (15);5,00;Orona;X;1
7302100 - 16;CUERPO PULSADOR CABINA  (16);5,00;Orona;X;1
7302100 - 17;CUERPO PULSADOR CABINA  (17);5,00;Orona;X;1
7302100 - 18;CUERPO PULSADOR CABINA  (18);11,00;Orona;X;1
7302100 - 19;CUERPO PULSADOR CABINA (19);11,00;Orona;X;1
7302100 - 2;CUERPO PULSADOR CABINA  (2);4,00;Orona;X;1
7302100 - 20;CUERPO PULSADOR CABINA  (20);5,00;Orona;X;1
7302100 - 21;CUERPO PULSADOR CABINA (21);5,00;Orona;X;1
7302100 - 22;CUERPO PULSADOR CABINA (22);7,00;Orona;X;1
7302100 - 23;CUERPO PULSADOR CABINA  (23);7,00;Orona;X;1
7302100 - 24;CUERPO PULSADOR CABINA  (24);7,00;Orona;X;1
7302100 - 25;CUERPO PULSADOR CABINA  (25);7,00;Orona;X;1
7302100 - 26;CUERPO PULSADOR CABINA  (26);7,00;Orona;X;1
7302100 - 27;CUERPO PULSADOR CABINA  (27);7,00;Orona;X;1
7302100 - 28;CUERPO PULSADOR CABINA  (28);7,00;Orona;X;1
7302100 - 29;CUERPO PULSADOR CABINA  (29);7,00;Orona;X;1
7302100 - 3;CUERPO PULSADOR CABINA  (3);4,00;Orona;X;1
7302100 - 30;CUERPO PULSADOR CABINA  (30);7,00;Orona;X;1
7302100 - 4;CUERPO PULSADOR CABINA  (4);4,00;Orona;X;1
7302100 - 40;CUERPO PULSADOR CABINA  (0);4,00;Orona;X;1
7302100 - 41;CUERPO PULSADOR CABINA (-1);9,00;Orona;X;1
7302100 - 42;CUERPO PULSADOR CABINA (-2);4,00;Orona;X;1
7302100 - 43;CUERPO PULSADOR CABINA (-3);7,00;Orona;X;1
7302100 - 44;CUERPO PULSADOR CABINA  (-4);7,00;Orona;X;1
7302100 - 45;CUERPO PULSADOR CABINA  (-5);12,00;Orona;X;1
7302100 - 5;CUERPO PULSADOR CABINA  (5);4,00;Orona;X;1
7302100 - 50;CUERPO PULSADOR CABINA  (B);6,00;Orona;X;1
7302100 - 51;CUERPO PULSADOR CABINA  (E);6,00;Orona;X;1
